task,model,N,m,n_seeds,mean_reported,mean_true,bias,bias_se,item_bias,pool_bias,regret,regret_se,bias_lo,bias_hi,bias_adj,regret_lo,regret_hi,split_offset
sst2,meta-llama/Llama-3.2-3B-Instruct,25,100,500,0.9275,0.9144533333333333,0.01304666666666667,0.0010742072727140345,0.014799999999999997,-0.0017533333333333275,0.017186666666666673,0.0006129977880317512,0.011326666666666676,0.014773666666666671,0.018266792452829937,0.016246666666666677,0.01824666666666668,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,25,200,500,0.9219200000000001,0.9166533333333333,0.0052666666666667025,0.0007577639409196603,0.004800000000000024,0.00046666666666667853,0.015046666666666679,0.0005461103936137047,0.004049833333333367,0.006530166666666703,0.010486792452829968,0.014219333333333346,0.015947000000000013,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,50,20,500,0.9613999999999998,0.9060466666666668,0.05535333333333332,0.0019179493195906846,0.06117999999999998,-0.005826666666666667,0.028273333333333334,0.0009611198749058252,0.05211966666666665,0.05822699999999999,0.06057345911949658,0.026693333333333336,0.02985333333333333,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,50,50,500,0.9426,0.9104266666666666,0.032173333333333325,0.001527531762139979,0.03449999999999998,-0.002326666666666659,0.023913333333333335,0.0007447242484236421,0.029533333333333325,0.03468733333333332,0.03739345911949659,0.022646666666666673,0.025147000000000003,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,50,100,500,0.9351799999999998,0.9153866666666668,0.019793333333333336,0.0010240283531896327,0.021439999999999994,-0.0016466666666666578,0.01896666666666667,0.0006000426764307585,0.018053000000000003,0.021500666666666664,0.025013459119496602,0.01803333333333334,0.019953333333333333,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,50,200,500,0.9262400000000001,0.9172333333333333,0.0090066666666667,0.0007123179958331171,0.007600000000000016,0.0014066666666666839,0.017180000000000008,0.0005598112574382338,0.007886333333333368,0.010183666666666698,0.014226792452829965,0.016280000000000006,0.01812000000000001,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,100,20,500,0.9645,0.90584,0.05865999999999998,0.001999512276314078,0.06422666666666665,-0.005566666666666665,0.030626666666666646,0.0009506722299040585,0.05543299999999999,0.062133666666666656,0.06388012578616326,0.029059333333333312,0.032253666666666646,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,100,50,500,0.9472,0.9122266666666667,0.034973333333333315,0.001389610076843379,0.038739999999999976,-0.003766666666666663,0.024253333333333318,0.0006746321725559837,0.032585999999999976,0.037346666666666646,0.04019345911949658,0.023119999999999984,0.025313333333333316,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,100,100,500,0.9386199999999999,0.9151600000000001,0.023459999999999995,0.00099869159560878,0.023606666666666647,-0.0001466666666666505,0.02137333333333332,0.0005782030533256324,0.021859666666666666,0.025059999999999995,0.02868012578616326,0.020459999999999985,0.02232033333333332,-0.0052201257861632655
sst2,meta-llama/Llama-3.2-3B-Instruct,100,200,500,0.9277900000000001,0.9202866666666666,0.007503333333333366,0.0007686883251749685,0.007796666666666679,-0.0002933333333333135,0.016226666666666657,0.0005993126026004427,0.006322666666666698,0.008753500000000032,0.01272345911949663,0.015286666666666655,0.017233666666666654,-0.0052201257861632655
