task,model,method,method_label,N,m,bias,abs_bias,mse,rmse,coverage,mean_width
sst2,meta-llama/Llama-3.2-3B-Instruct,union_K,Union bound over K,50,100,-0.05455345055760622,0.05455345055760622,0.0036551577051839156,0.06045790027104742,0.87,0.1494763541650797
sst2,meta-llama/Llama-3.2-3B-Instruct,union_neff,Union bound over N_eff,50,100,-0.00657015228176194,0.00657015228176194,0.0005257209279746876,0.022928605015889815,0.97,0.10244100144159382
sst2,meta-llama/Llama-3.2-3B-Instruct,cross_fit,Cross-fitting,50,100,-0.011219999999999992,0.011219999999999992,0.0007434472888888878,0.027266229825351502,0.99,0.1370729405495193
sst2,meta-llama/Llama-3.2-3B-Instruct,bootstrap,Bootstrap plug-in,50,100,0.0021185000000000145,0.0021185000000000145,0.0006355399083333321,0.025209916864863558,0.85,0.07942900842255753
sst2,meta-llama/Llama-3.2-3B-Instruct,none,No correction,50,200,0.009366666666666697,0.009366666666666697,0.0003954722222222226,0.01988648340512275,0.84,0.06027980912881093
sst2,meta-llama/Llama-3.2-3B-Instruct,split,Naive split,50,200,-0.009333333333333315,0.009333333333333315,0.0007496666666666671,0.027380041392712814,0.925,0.09548694953927729
sst2,meta-llama/Llama-3.2-3B-Instruct,union_K,Union bound over K,50,200,-0.04506452349003955,0.04506452349003955,0.0023905084301462896,0.04889282595786717,0.745,0.11324935576469793
sst2,meta-llama/Llama-3.2-3B-Instruct,union_neff,Union bound over N_eff,50,200,-0.010983894965845708,0.010983894965845708,0.0004302593349973488,0.02074269353284064,0.96,0.07773886621465445
sst2,meta-llama/Llama-3.2-3B-Instruct,cross_fit,Cross-fitting,50,200,-0.013484000000000005,0.013484000000000005,0.000500413955555556,0.022369934187555313,0.985,0.09626219016619807
sst2,meta-llama/Llama-3.2-3B-Instruct,bootstrap,Bootstrap plug-in,50,200,-0.00490320833333328,0.00490320833333328,0.0003669345253472216,0.01915553510991592,0.88,0.06041792219848516
sst2,meta-llama/Llama-3.2-3B-Instruct,none,No correction,100,50,0.03679999999999997,0.03679999999999997,0.002255666666666664,0.047493859252188214,0.595,0.09802408031899318
sst2,meta-llama/Llama-3.2-3B-Instruct,split,Naive split,100,50,-0.008683333333333331,0.008683333333333331,0.003069388888888888,0.055402065745682155,0.925,0.18553581643853959
sst2,meta-llama/Llama-3.2-3B-Instruct,union_K,Union bound over K,100,50,-0.08400604272659773,0.08400604272659773,0.008561927488778692,0.09253068403928878,0.755,0.19609699692085428
sst2,meta-llama/Llama-3.2-3B-Instruct,union_neff,Union bound over N_eff,100,50,-0.0023039320214692204,0.0023039320214692204,0.0009262586313947397,0.030434497390210664,0.94,0.12492289002360626
sst2,meta-llama/Llama-3.2-3B-Instruct,cross_fit,Cross-fitting,100,50,-0.01620999999999996,0.01620999999999996,0.0016631398222222205,0.04078161132449551,0.995,0.19796712370863098
sst2,meta-llama/Llama-3.2-3B-Instruct,bootstrap,Bootstrap plug-in,100,50,0.009457499999999976,0.009457499999999976,0.0014047612833333312,0.037480145188263765,0.77,0.09798228724949269
sst2,meta-llama/Llama-3.2-3B-Instruct,none,No correction,100,100,0.02269999999999999,0.02269999999999999,0.0010485555555555545,0.03238140755982597,0.73,0.07798594197471868
sst2,meta-llama/Llama-3.2-3B-Instruct,split,Naive split,100,100,-0.008550000000000007,0.008550000000000007,0.001784166666666667,0.042239397091656826,0.885,0.1328914148102918
sst2,meta-llama/Llama-3.2-3B-Instruct,union_K,Union bound over K,100,100,-0.06321906931849136,0.06321906931849136,0.0047391877286231945,0.06884175861076759,0.805,0.1560107370915388
sst2,meta-llama/Llama-3.2-3B-Instruct,union_neff,Union bound over N_eff,100,100,-0.006360476014765806,0.006360476014765806,0.0005570394726687944,0.023601683682923858,0.96,0.10065357910915639
sst2,meta-llama/Llama-3.2-3B-Instruct,cross_fit,Cross-fitting,100,100,-0.014276666666666655,0.014276666666666655,0.0008650941333333321,0.029412482610846235,0.995,0.13754313141321026
sst2,meta-llama/Llama-3.2-3B-Instruct,bootstrap,Bootstrap plug-in,100,100,0.0008407500000000046,0.0008407500000000046,0.0007010224847222208,0.026476829204461413,0.825,0.07783039804613182
sst2,meta-llama/Llama-3.2-3B-Instruct,none,No correction,100,200,0.008433333333333362,0.008433333333333362,0.00033550000000000024,0.018316659084014208,0.88,0.059446040108787075
sst2,meta-llama/Llama-3.2-3B-Instruct,split,Naive split,100,200,-0.010866666666666646,0.010866666666666646,0.0009590000000000001,0.030967725134404045,0.905,0.09537398773857934
sst2,meta-llama/Llama-3.2-3B-Instruct,union_K,Union bound over K,100,200,-0.05229379791971913,0.05229379791971913,0.003039569463603653,0.055132290570986196,0.65,0.11892169665080847
sst2,meta-llama/Llama-3.2-3B-Instruct,union_neff,Union bound over N_eff,100,200,-0.012210821543834524,0.012210821543834524,0.0004075044556444763,0.020186739599164505,0.97,0.07691851372589448
sst2,meta-llama/Llama-3.2-3B-Instruct,cross_fit,Cross-fitting,100,200,-0.01663800000000001,0.01663800000000001,0.0005752267111111116,0.0239838844041392,0.98,0.09692179216201537
sst2,meta-llama/Llama-3.2-3B-Instruct,bootstrap,Bootstrap plug-in,100,200,-0.007968291666666606,0.007968291666666606,0.0003562701947916655,0.018875121053695668,0.885,0.05919909599224992
