task,model,N,m,n_seeds,mean_reported,mean_true,bias,bias_se,item_bias,pool_bias,regret,regret_se,bias_lo,bias_hi,bias_adj,regret_lo,regret_hi,split_offset
sst2,Qwen/Qwen2.5-1.5B-Instruct,10,100,500,0.9226,0.9253199999999999,-0.0027199999999999768,0.0011119294425824295,0.010680000000000007,-0.013399999999999985,0.010379999999999988,0.000553223866645851,-0.004527666666666646,-0.0009866666666666442,0.012422857142857149,0.00947999999999999,0.011280333333333323,-0.015142857142857125
sst2,Qwen/Qwen2.5-1.5B-Instruct,10,200,500,0.91909,0.9276400000000001,-0.008549999999999957,0.0006921205382422128,0.0036433333333333573,-0.012193333333333313,0.008079999999999988,0.0004475675617530337,-0.009680166666666625,-0.00742633333333329,0.006592857142857168,0.007353333333333326,0.008806666666666654,-0.015142857142857125
sst2,Qwen/Qwen2.5-1.5B-Instruct,25,20,500,0.9432999999999999,0.9149200000000001,0.02838,0.0024376153245075152,0.04081999999999998,-0.012439999999999986,0.023993333333333304,0.0011115754585272204,0.02435333333333333,0.03237333333333333,0.04352285714285713,0.02220599999999997,0.025826666666666637,-0.015142857142857125
sst2,Qwen/Qwen2.5-1.5B-Instruct,25,50,500,0.9365600000000001,0.92328,0.013280000000000005,0.0015687307427974704,0.02677333333333332,-0.013493333333333317,0.015786666666666636,0.0007212508000301969,0.010540000000000002,0.015807,0.02842285714285713,0.014599666666666632,0.0169743333333333,-0.015142857142857125
sst2,Qwen/Qwen2.5-1.5B-Instruct,25,100,500,0.93006,0.9274066666666667,0.002653333333333349,0.0010337263458449549,0.01356666666666666,-0.010913333333333311,0.011719999999999968,0.0005445575750752256,0.0009200000000000204,0.004487000000000011,0.017796190476190472,0.010806333333333303,0.012633666666666633,-0.015142857142857125
sst2,Qwen/Qwen2.5-1.5B-Instruct,25,200,500,0.9240499999999999,0.9290866666666666,-0.0050366666666666225,0.0006913657625886623,0.0027166666666666836,-0.0077533333333333065,0.009779999999999973,0.0004598714157169828,-0.006136833333333288,-0.003892166666666622,0.010106190476190501,0.009059666666666641,0.010513333333333305,-0.015142857142857125
sst2,Qwen/Qwen2.5-1.5B-Instruct,50,20,500,0.9501000000000001,0.9165266666666667,0.03357333333333333,0.0024444431003417286,0.04759333333333332,-0.014019999999999989,0.023366666666666626,0.0012096058418283081,0.02933266666666667,0.03749366666666666,0.048716190476190455,0.021406666666666622,0.025299999999999958,-0.015142857142857125
sst2,Qwen/Qwen2.5-1.5B-Instruct,50,50,500,0.9399200000000001,0.9250333333333333,0.014886666666666663,0.0015389028123809923,0.02671333333333331,-0.01182666666666665,0.014853333333333291,0.0006710620634714087,0.012312999999999996,0.017393999999999993,0.030029523809523787,0.013766666666666627,0.01591333333333329,-0.015142857142857125
sst2,Qwen/Qwen2.5-1.5B-Instruct,50,100,500,0.9351599999999999,0.9278733333333333,0.007286666666666672,0.001023345877345714,0.015693333333333316,-0.008406666666666644,0.012026666666666625,0.0005249155332799754,0.005560000000000011,0.008993666666666672,0.022429523809523795,0.011159999999999958,0.012926666666666621,-0.015142857142857125
sst2,Qwen/Qwen2.5-1.5B-Instruct,50,200,500,0.92923,0.9299666666666667,-0.0007366666666666333,0.0006609753560360751,0.0037766666666666673,-0.0045133333333333,0.009873333333333293,0.00042354853854876,-0.0017899999999999644,0.0003635000000000294,0.01440619047619049,0.009186333333333291,0.01058033333333329,-0.015142857142857125
sst2,Qwen/Qwen2.5-1.5B-Instruct,100,20,500,0.9578,0.9193933333333332,0.038406666666666665,0.0021718094046112085,0.05221999999999998,-0.013813333333333318,0.020606666666666627,0.0009670233603538492,0.034772333333333336,0.04187366666666666,0.05354952380952379,0.018972999999999955,0.022239999999999958,-0.015142857142857125
sst2,Qwen/Qwen2.5-1.5B-Instruct,100,50,500,0.9461599999999999,0.9266800000000001,0.019479999999999997,0.0014379132062741315,0.030453333333333308,-0.01097333333333331,0.013319999999999959,0.0006295616695698545,0.01704633333333333,0.021813666666666662,0.03462285714285712,0.012292666666666625,0.014326666666666625,-0.015142857142857125
sst2,Qwen/Qwen2.5-1.5B-Instruct,100,100,500,0.93758,0.9274266666666667,0.010153333333333332,0.0009899954229340728,0.015833333333333303,-0.005679999999999973,0.012573333333333285,0.0005056795221420207,0.008533333333333335,0.011826999999999997,0.025296190476190458,0.011759666666666621,0.01339366666666662,-0.015142857142857125
sst2,Qwen/Qwen2.5-1.5B-Instruct,100,200,500,0.93175,0.9292133333333333,0.0025366666666666836,0.0006434739792473187,0.003509999999999981,-0.0009733333333332974,0.010786666666666613,0.0004025166876193675,0.0014431666666666855,0.003590000000000014,0.017679523809523808,0.01013333333333328,0.011446999999999945,-0.015142857142857125
